image_stem,class_id,class_name,size_bin,area_ref_px2,touches_boundary,bbox_xywhn,best_prediction_class,best_prediction_confidence,best_prediction_iou
002955,5,bicycle,small,383.33336399999996,False,"[0.152344, 0.890741, 0.0359375, 0.0462963]",bicycle,0.00718764,0.4876635141142631
003056,3,seat,small,665.0002119997439,False,"[0.19401, 0.214352, 0.0692708, 0.0416667]",person,0.00754105,0.03765822117638603
00000241,10,uav,small,666.0,False,"[0.592969, 0.758333, 0.0578125, 0.05]",uav,0.00761231,0.6600905887210301
003257,0,person,small,766.6668000000001,True,"[0.83151, 0.05, 0.0390625, 0.0851852]",person,0.007767,0.644121889105588
000023_005_00000070,3,seat,small,450.00003599999997,False,"[0.64349, 0.439815, 0.0421875, 0.0462963]",garbage can,0.00791456,0.029926398769556196
003096,5,bicycle,small,538.523938944,False,"[0.849106, 0.131176, 0.047535, 0.049171]",bicycle,0.00803107,0.714205985983206
002598,8,light,small,456.44358222259194,True,"[0.0135417, 0.659722, 0.0270833, 0.0731481]",light,0.00813869,0.5887296780900249
003489,0,person,small,745.1014256639999,False,"[0.865418, 0.297651, 0.034444, 0.09389]",car,0.00846265,0.6479058924679655
hehe_63_00000153,5,bicycle,small,291.33345599999996,False,"[0.54349, 0.822222, 0.0359375, 0.0351852]",car,0.00857631,0.65520347983927
000006_005_00000393,2,animal,small,406.33389466675186,False,"[0.867448, 0.349537, 0.0276042, 0.0638889]",animal,0.00869515,0.6108628723392645
002912,0,person,small,266.66676,False,"[0.880208, 0.297222, 0.015625, 0.0740741]",person,0.00871125,0.4051139456794408
shuming_497_00000051,0,person,small,698.8863644467199,False,"[0.177083, 0.795833, 0.0177083, 0.171296]",person,0.00878229,0.6436913942645709
002327,6,car,small,287.00028,False,"[0.308073, 0.668056, 0.0328125, 0.037963]",car,0.00921568,0.7697392780602151
000336,0,person,small,558.99792,False,"[0.11849, 0.671759, 0.0203125, 0.119444]",person,0.00931773,0.7831731104888544
003996,3,seat,small,282.444848888832,False,"[0.705469, 0.412037, 0.0213542, 0.0574074]",seat,0.00939452,0.5738955836717409
000011_002_00000001,5,bicycle,small,296.11169155583997,False,"[0.752344, 0.223611, 0.0338542, 0.037963]",bicycle,0.0101037,0.5832211938748909
000014_047_00000139,0,person,small,264.33341999999993,False,"[0.37526, 0.615278, 0.0203125, 0.0564815]",person,0.0108762,0.5585236676380222
000282,0,person,small,550.6674213335039,False,"[0.500781, 0.278704, 0.0307292, 0.0777778]",car,0.011389,0.5104294999289423
000738,2,animal,small,271.11055555584,False,"[0.949219, 0.211111, 0.0317708, 0.037037]",garbage can,0.0114443,0.7961927919373725
002079,8,light,small,821.3321706670079,False,"[0.401563, 0.12037, 0.0802083, 0.0444444]",light,0.0124877,0.4706667313047655
000006_012_00000001,0,person,small,838.2218737766398,False,"[0.791146, 0.350926, 0.0239583, 0.151852]",person,0.0128282,0.766236347722001
shuming_420_00000156,6,car,small,658.3328999999999,False,"[0.83151, 0.602315, 0.0390625, 0.0731481]",person,0.012987,0.6784496726805704
00000043,0,person,small,299.999808,False,"[0.726563, 0.668056, 0.01875, 0.0694444]",person,0.0130806,0.7396437120956421
003739,2,animal,small,387.22230844415986,True,"[0.910677, 0.0189815, 0.0442708, 0.037963]",animal,0.0131241,0.8134079335279735
000009_034_00000179,0,person,small,301.33439999999996,False,"[0.502083, 0.545833, 0.0125, 0.10463]",person,0.0131434,0.5975197081517044
000006_012_00000001,0,person,small,471.111844889088,False,"[0.580469, 0.277778, 0.0276042, 0.0740741]",person,0.0132364,0.4455074659951172
hehe_223_000002_041_00000148,8,light,small,324.777002222592,False,"[0.278385, 0.515278, 0.0192708, 0.0731481]",light,0.0135379,0.542220798089561
000380,0,person,small,350.00024799974403,False,"[0.372396, 0.375463, 0.0260417, 0.0583333]",boat,0.0137624,0.8176734236015403
003040,8,light,small,441.7751502259199,True,"[0.00729167, 0.585185, 0.0145833, 0.131481]",person,0.0137932,0.8937739851940925
000508,4,sign,small,317.77709022259194,False,"[0.134115, 0.0407407, 0.0286458, 0.0481481]",light,0.0143023,0.7231806249407219
shuming_774_00000273,8,light,small,309.99996,False,"[0.433073, 0.55463, 0.0234375, 0.0574074]",light,0.0145383,0.5953431074101251
001139,8,light,small,707.9983199999999,False,"[0.938021, 0.537963, 0.028125, 0.109259]",light,0.0149171,0.6270413722100993
000006_005_00000295,2,animal,small,562.2216657776639,False,"[0.198698, 0.701852, 0.0286458, 0.0851852]",animal,0.0150458,0.833523614745981
hehe_298_000002_074_00000223,4,sign,small,921.7789475558399,True,"[0.251563, 0.943519, 0.0354167, 0.112963]",sign,0.0151499,0.8879580144158025
000016_034_suppl_00000330,0,person,small,988.000416,True,"[0.77474, 0.0351852, 0.0609375, 0.0703704]",bicycle,0.0151519,0.8082775335599832
000011_002_00000085,6,car,small,572.2219124444159,False,"[0.94974, 0.0694444, 0.0536458, 0.0462963]",car,0.0159889,0.6357431787143526
shuming_1079_00000233,2,animal,small,419.221696444416,False,"[0.90599, 0.35787, 0.0255208, 0.0712963]",animal,0.0162707,0.6478325702503231
002598,8,light,small,833.5561404441601,True,"[0.0197917, 0.614352, 0.0322917, 0.112037]",light,0.0162985,0.5555122856688963
hehe_191_000002_029_00000143,4,sign,small,322.66673999999995,False,"[0.852865, 0.305556, 0.0171875, 0.0814815]",sign,0.0163445,0.6966212474084734
000040,0,person,small,292.000032,False,"[0.232812, 0.458796, 0.01875, 0.0675926]",person,0.0163778,0.27194915735423886
shuming_989_00000171,2,animal,small,495.4444195553279,False,"[0.41224, 0.728241, 0.0473958, 0.0453704]",animal,0.0167505,0.5264861780731666
shuming_985_00000020,2,animal,small,417.99992399999996,False,"[0.35026, 0.459259, 0.0296875, 0.0611111]",animal,0.0168223,0.7411739496580393
000051,0,person,small,329.33347200000003,False,"[0.786198, 0.209259, 0.0203125, 0.0703704]",person,0.0170398,0.5769441360406987
002912,0,person,small,500.88749511168,False,"[0.422917, 0.318981, 0.0145833, 0.149074]",person,0.0170968,0.7338928064304191
003159,2,animal,small,623.3327506667518,False,"[0.57526, 0.486111, 0.0442708, 0.0611111]",animal,0.0172055,0.5327912018352833
000946,0,person,small,340.000272,False,"[0.129427, 0.257407, 0.0265625, 0.0555556]",person,0.0174257,0.26690424174023036
000013_056_00000071,2,animal,small,936.0000359999999,False,"[0.386198, 0.124074, 0.0421875, 0.0962963]",animal,0.0177633,0.6671681518260171
003056,5,bicycle,small,519.99984,False,"[0.134375, 0.199074, 0.03125, 0.0722222]",person,0.0177834,0.4064512679708702
000023_005_00000070,0,person,small,262.22166044467195,False,"[0.977083, 0.377315, 0.0208333, 0.0546296]",garbage can,0.0185906,0.7248334853049553
003265,3,seat,small,644.4439875555838,False,"[0.591146, 0.525, 0.0520833, 0.0537037]",seat,0.0188498,0.8046511052518365
000008_042_00000273,2,animal,small,528.5547231114239,False,"[0.459115, 0.343056, 0.0348958, 0.0657407]",animal,0.0188867,0.22150387175667888
003265,0,person,small,298.66694399999994,False,"[0.442187, 0.475926, 0.025, 0.0518519]",person,0.0189268,0.7259231578941111
003096,5,bicycle,small,343.002426624,False,"[0.956543, 0.13527, 0.032813, 0.04537]",person,0.0189849,0.4740099104251709
003645,0,person,small,299.1541653503999,False,"[0.093696, 0.222109, 0.014792, 0.087778]",person,0.0199352,0.5337677977956221
002962,5,bicycle,small,292.445114222592,False,"[0.27526, 0.521296, 0.0244792, 0.0518519]",person,0.020251,0.8506742673479306
003645,0,person,small,262.7069833728,False,"[0.6165, 0.299021, 0.016922, 0.067381]",person,0.0215464,0.6748804787394332
003357,8,light,small,668.66586133248,False,"[0.065625, 0.296759, 0.0177083, 0.163889]",light,0.0221724,0.5484257440846518
000013_001_00000001,2,animal,small,387.1103542225918,False,"[0.455469, 0.386111, 0.0348958, 0.0481481]",animal,0.0223604,0.6817043358870732
000013_001_00000071,2,animal,small,435.778384889088,False,"[0.71875, 0.431944, 0.0385417, 0.0490741]",animal,0.0225508,0.4989473995652214
002709,0,person,small,458.666041333248,False,"[0.611719, 0.564815, 0.0223958, 0.0888889]",person,0.0227394,0.5507978870771105
shuming_1258_00000407,8,light,small,525.2229577774078,False,"[0.317969, 0.1625, 0.0848958, 0.0268519]",light,0.0228446,0.8165701505358594
003056,5,bicycle,small,423.1118435558401,False,"[0.338021, 0.172222, 0.0291667, 0.062963]",person,0.0230064,0.31535524648331054
003648,0,person,small,371.87870791679995,False,"[0.368023, 0.302211, 0.019446, 0.083002]",person,0.0234349,0.5284383753950728
002592,0,person,small,339.99998400000004,False,"[0.241146, 0.618056, 0.01875, 0.0787037]",person,0.0234982,0.5049186786866738
001039,0,person,small,616.0001399999999,False,"[0.376823, 0.728704, 0.0328125, 0.0814815]",person,0.0238988,0.7478153435351615
000738,0,person,small,454.33420266700807,False,"[0.325781, 0.1125, 0.0244792, 0.0805556]",garbage can,0.0252906,0.40954451181474166
003648,0,person,small,307.6994225664,False,"[0.216702, 0.279372, 0.021887, 0.061018]",person,0.0256827,0.6843693984486672
001015,5,bicycle,small,513.333216,False,"[0.447917, 0.716667, 0.034375, 0.0648148]",car,0.0262442,0.5767553255869279
000524,2,animal,small,367.99967199974395,False,"[0.323438, 0.585185, 0.0239583, 0.0666667]",animal,0.0283502,0.7431267283909917
shuming_72_00000270,6,car,small,257.77723555584,False,"[0.835938, 0.0712963, 0.0302083, 0.037037]",car,0.0286627,0.46700696656790874
00000036,10,uav,small,522.0000000000001,False,"[0.500781, 0.577778, 0.0453125, 0.05]",uav,0.0289765,0.4504498739800618
001139,1,boat,small,415.55531644416,False,"[0.96849, 0.587037, 0.0286458, 0.062963]",light,0.031752,0.6379403994661278
003873,0,person,small,367.3330826664959,False,"[0.684375, 0.243981, 0.0302083, 0.0527778]",person,0.0320788,0.3725095754454308
002912,0,person,small,257.5560737779199,False,"[0.776042, 0.293981, 0.0197917, 0.0564815]",person,0.0322863,0.38323028456950226
000190,10,uav,small,366.4444182220799,False,"[0.528385, 0.493519, 0.0505208, 0.0314815]",ball,0.0330551,0.9079259665014395
002592,0,person,small,636.0007679999999,False,"[0.329948, 0.630556, 0.0276042, 0.1]",person,0.0337769,0.41907693393947976
003455,3,seat,small,284.0658787584,False,"[0.847912, 0.417226, 0.017023, 0.072427]",person,0.0342536,0.3286471971435742
000020_014_00000001,0,person,small,675.1113182208,False,"[0.532552, 0.30463, 0.0255208, 0.114815]",light,0.0344184,0.6028942099371635
000962,2,animal,small,363.999636,False,"[0.353906, 0.664815, 0.0609375, 0.0259259]",animal,0.0345949,0.4121534849153607
000006_012_00000001,0,person,small,695.3335199999999,False,"[0.513542, 0.330093, 0.021875, 0.137963]",person,0.0353835,0.6411757602255667
000016_034_00000265,0,person,small,816.332566666752,True,"[0.702344, 0.0430556, 0.0411458, 0.0861111]",person,0.0371763,0.6858712495416257
shuming_779_00000254,8,light,small,376.66799999999995,False,"[0.231771, 0.768981, 0.015625, 0.10463]",light,0.0383981,0.7950580181298018
000779,2,animal,small,590.3333640000001,False,"[0.261719, 0.218056, 0.0359375, 0.0712963]",animal,0.0387007,0.6272008177015932
002592,0,person,small,702.99730400256,True,"[0.0111979, 0.699537, 0.0192708, 0.158333]",person,0.0389187,0.6715807873599068
000336,0,person,small,408.88846311091197,False,"[0.046875, 0.646296, 0.0239583, 0.0740741]",person,0.0398066,0.3551789967846061
003882,0,person,small,334.44387022233605,False,"[0.172135, 0.348148, 0.0223958, 0.0648148]",person,0.0400998,0.7048198759576427
000011_002_00000085,11,tricycle,small,304.99992399974394,False,"[0.692448, 0.0893519, 0.0317708, 0.0416667]",car,0.040491,0.6812903853325609
000282,0,person,small,679.9999680000001,False,"[0.640104, 0.285648, 0.0375, 0.0787037]",person,0.0428641,0.6115014312437618
hehe_223_000002_041_00000148,0,person,small,709.5565084446719,True,"[0.0177083, 0.64213, 0.0322917, 0.0953704]",person,0.0437252,0.7491177424483503
000051,0,person,small,309.77844355584,False,"[0.0632813, 0.381481, 0.0213542, 0.062963]",person,0.0437388,0.5900153131630841
002955,9,garbage can,small,836.9998919999999,True,"[0.601823, 0.955093, 0.0421875, 0.0861111]",garbage can,0.0437749,0.47651819374136667
hehe_296_000002_074_00000001,6,car,small,504.0001439999999,False,"[0.188021, 0.657407, 0.05625, 0.0388889]",car,0.044113,0.6651221026103927
002156,2,animal,small,366.00012,False,"[0.450521, 0.554167, 0.028125, 0.0564815]",animal,0.0449441,0.5752737617861912
hehe_296_000002_074_00000001,6,car,small,650.0001999997439,False,"[0.93125, 0.677315, 0.0677083, 0.0416667]",car,0.0450273,0.7524412439161617
001015,4,sign,small,293.333436,False,"[0.366927, 0.675926, 0.0171875, 0.0740741]",sign,0.0471955,0.5353026244898959
000788,2,animal,small,755.9995679999998,False,"[0.663542, 0.633796, 0.05625, 0.0583333]",animal,0.049873,0.6091382218233408
hehe_61_00000090,6,car,small,821.7752168908798,True,"[0.0111979, 0.766667, 0.0223958, 0.159259]",garbage can,0.0517016,0.8993688858791408
002709,0,person,small,323.554828444416,False,"[0.432813, 0.62963, 0.0145833, 0.0962963]",person,0.0519908,0.5509736723181945
000008_005_00000333,0,person,small,263.110836888576,False,"[0.0955729, 0.412963, 0.0192708, 0.0592593]",person,0.0536896,0.4305567130719455
003159,2,animal,small,567.1097848857601,False,"[0.616667, 0.469444, 0.0229167, 0.107407]",animal,0.0543955,0.36890330378944974
000788,2,animal,small,644.4439875555838,False,"[0.948438, 0.760185, 0.0520833, 0.0537037]",animal,0.0571249,0.6584161176141382
003645,0,person,small,262.429756416,False,"[0.110779, 0.221923, 0.012708, 0.08963]",person,0.0593885,0.37424567019430655
000003_014_00000161,6,car,small,945.0,False,"[0.152865, 0.322685, 0.0546875, 0.075]",car,0.0597703,0.6523666213574753
001924,6,car,small,832.9999719997438,False,"[0.322135, 0.810648, 0.0619792, 0.0583333]",car,0.0599496,0.6646947606358145
000005_032_00000001,0,person,small,460.44484622207995,False,"[0.476563, 0.252778, 0.0291667, 0.0685185]",person,0.0609907,0.754322665146233
shuming_63_00000393,8,light,small,320.00022,False,"[0.827865, 0.0611111, 0.0234375, 0.0592593]",light,0.0623427,0.4101529974942205
000186,4,sign,small,264.222616444416,False,"[0.576302, 0.753704, 0.0213542, 0.0537037]",light,0.0623643,0.4940566843902684
003090,8,light,small,571.66724533248,False,"[0.75599, 0.643056, 0.0182292, 0.136111]",light,0.0651303,0.6990807114788355
000012_019_00000076,2,animal,small,707.2218444441598,False,"[0.395573, 0.0699074, 0.0348958, 0.087963]",car,0.0662908,0.007777157430878008
hehe_196_000002_030_00000113,4,sign,small,267.221825777664,True,"[0.33099, 0.0310185, 0.0192708, 0.0601852]",sign,0.0671127,0.6608063177035343
001295,2,animal,small,273.33397866700795,False,"[0.654948, 0.573148, 0.0213542, 0.0555556]",animal,0.0677722,0.5208910283801135
000051,9,garbage can,small,693.4434262225919,True,"[0.0205729, 0.423611, 0.0411458, 0.0731481]",person,0.0717419,0.5825839716328531
shuming_1001_00000447,3,seat,small,418.11135688857587,False,"[0.804427, 0.345833, 0.0276042, 0.0657407]",seat,0.0751133,0.7259217942495434
000282,6,car,small,795.6672253332479,True,"[0.0221354, 0.38287, 0.0401042, 0.0861111]",car,0.076675,0.5533515574946924
003200,2,animal,small,862.222769777664,False,"[0.420312, 0.505093, 0.0416667, 0.0898148]",animal,0.0795691,0.732157702200252
hehe_290_000002_071_00000051,6,car,small,268.889143110912,False,"[0.0833333, 0.694907, 0.0229167, 0.0509259]",car,0.0795739,0.5700615506861944
003996,3,seat,small,760.0003199999999,False,"[0.632813, 0.421296, 0.046875, 0.0703704]",seat,0.0800501,0.7691644538180803
002598,0,person,small,880.00304000256,False,"[0.266146, 0.80463, 0.0229167, 0.166667]",person,0.0839949,0.594001552297139
shuming_57_00000001,4,sign,small,485.333784,False,"[0.586979, 0.502778, 0.040625, 0.0518519]",sign,0.0846777,0.8144773070395279
002298,2,animal,small,464.443816889088,True,"[0.021875, 0.658796, 0.0395833, 0.0509259]",seat,0.0849851,0.841907587089882
003648,0,person,small,370.89510819839995,False,"[0.844668, 0.388004, 0.018154, 0.088674]",person,0.0888252,0.8608663398395596
000014_060_00000001,4,sign,small,475.0002,False,"[0.838802, 0.743056, 0.0390625, 0.0527778]",sign,0.09159,0.774188627264964
002598,0,person,small,641.3331599999999,False,"[0.610677, 0.759259, 0.0203125, 0.137037]",person,0.0920624,0.5546180110279038
shuming_1001_00000447,2,animal,small,799.777763555328,False,"[0.619271, 0.604167, 0.0635417, 0.0546296]",animal,0.0921452,0.6670100569557015
003645,0,person,small,527.2227518975999,False,"[0.460738, 0.277263, 0.026862, 0.085187]",person,0.0932156,0.6346453600740989
003996,3,seat,small,606.6659253335038,False,"[0.736979, 0.415741, 0.0364583, 0.0722222]",person,0.0939288,0.6974673119057383
001295,2,animal,small,299.999808,False,"[0.511979, 0.588426, 0.01875, 0.0694444]",animal,0.0960423,0.6195362334706045
000952,2,animal,small,314.333878666752,False,"[0.346615, 0.394907, 0.0213542, 0.0638889]",animal,0.0971686,0.44718055446829186
003455,0,person,small,424.56682321920005,False,"[0.744082, 0.344786, 0.028454, 0.064762]",person,0.100608,0.827205385908319
hehe_81_00000050,5,bicycle,small,346.666661332992,False,"[0.304427, 0.668519, 0.0338542, 0.0444444]",car,0.10561,0.464880678246507
000003_014_00000161,6,car,small,1012.6671973332479,False,"[0.108333, 0.30787, 0.0510417, 0.0861111]",car,0.107419,0.40115504459977963
003515,2,animal,small,383.86247454720007,False,"[0.2326, 0.563545, 0.032062, 0.051964]",animal,0.114877,0.6984312335031835
000017_012_suppl_00000335,9,garbage can,small,417.99992399999996,False,"[0.201823, 0.598148, 0.0296875, 0.0611111]",garbage can,0.115419,0.4507315814071841
hehe_296_000002_074_00000001,6,car,small,681.999876,False,"[0.663802, 0.676852, 0.0484375, 0.0611111]",car,0.11622,0.8287991038062827
shuming_1018_00000294,2,animal,small,320.1106862223359,False,"[0.655469, 0.633796, 0.0348958, 0.0398148]",animal,0.117553,0.5781622831880193
hehe_61_00000090,5,bicycle,small,881.9996039999999,False,"[0.867969, 0.725926, 0.0421875, 0.0907407]",bicycle,0.118658,0.8172685516305497
003096,0,person,small,578.4249945599998,False,"[0.93634, 0.182657, 0.025925, 0.096838]",person,0.119684,0.8998061292872935
003996,0,person,small,435.55556177740783,False,"[0.735937, 0.375926, 0.0364583, 0.0518519]",person,0.121844,0.35088449598392457
003648,0,person,small,295.9629767424,False,"[0.867178, 0.408941, 0.011679, 0.109989]",person,0.122232,0.6244350940816177
003645,2,animal,small,418.51191859200003,False,"[0.396086, 0.258073, 0.02179, 0.083362]",person,0.125042,0.8719755599423369
003645,0,person,small,417.3902143488,False,"[0.396049, 0.258291, 0.021704, 0.083468]",person,0.125042,0.8731185932789849
002457,8,light,small,325.44509822208,False,"[0.48724, 0.535648, 0.0151042, 0.0935185]",light,0.125344,0.6137659069166699
003645,0,person,small,313.75899671039997,False,"[0.586245, 0.28886, 0.017113, 0.079577]",person,0.126762,0.7981346062664452
hehe_296_000002_074_00000001,6,car,small,472.88892977740795,False,"[0.872917, 0.672222, 0.0395833, 0.0518519]",car,0.129136,0.8433740684422093
003489,0,person,small,345.2596632575999,False,"[0.655435, 0.201109, 0.019201, 0.078044]",person,0.130957,0.5779988516991432
002962,5,bicycle,small,259.99974,False,"[0.336719, 0.574074, 0.0234375, 0.0481481]",person,0.131733,0.7470534965663607
000006_005_00000295,4,sign,small,764.444771555328,False,"[0.405729, 0.451852, 0.0416667, 0.0796296]",sign,0.132654,0.9271576566903815
003926,2,animal,small,494.000208,False,"[0.404167, 0.361574, 0.040625, 0.0527778]",animal,0.137715,0.8460415166094303
000013_001_00000281,2,animal,small,415.99958399999997,False,"[0.497396, 0.246296, 0.040625, 0.0444444]",animal,0.140993,0.5764826489154501
000006_005_00000295,2,animal,small,466.66661333299186,False,"[0.959896, 0.414815, 0.0364583, 0.0555556]",animal,0.14116,0.7902165393514479
003455,0,person,small,353.95024895999995,False,"[0.795407, 0.402979, 0.01848, 0.08313]",person,0.14199,0.8334885092506807
000190,0,person,small,275.44380355584,False,"[0.525781, 0.639352, 0.0192708, 0.062037]",person,0.147732,0.6492050270414229
000788,2,animal,small,426.666581332992,False,"[0.535417, 0.584259, 0.0416667, 0.0444444]",animal,0.149798,0.41706036327168555
000525,2,animal,small,337.332802666752,False,"[0.161979, 0.542593, 0.0239583, 0.0611111]",animal,0.150793,0.9082630886903535
000788,2,animal,small,576.888156444672,False,"[0.802604, 0.706019, 0.0458333, 0.0546296]",animal,0.152045,0.5893269581341216
shuming_1258_00000407,8,light,small,513.0,False,"[0.889323, 0.128241, 0.0890625, 0.025]",light,0.153874,0.6817793479500611
hehe_190_000002_029_00000072,6,car,small,501.11189155584,False,"[0.613021, 0.196759, 0.0572917, 0.037963]",car,0.154891,0.7744033088567186
001346,2,animal,small,364.77708355583997,False,"[0.590885, 0.326389, 0.0255208, 0.062037]",animal,0.155268,0.5429091464768397
shuming_985_00000020,2,animal,small,415.99969599974395,False,"[0.129688, 0.632407, 0.0270833, 0.0666667]",animal,0.156231,0.39765141977584195
000023_005_00000070,0,person,small,283.332474667008,True,"[0.99349, 0.35463, 0.0130208, 0.0944444]",person,0.16065,0.8727331569572256
001313,2,animal,small,398.222193777408,False,"[0.230729, 0.318519, 0.0333333, 0.0518519]",animal,0.160714,0.3102947275388411
002955,0,person,small,505.999479999744,False,"[0.661458, 0.898611, 0.0239583, 0.0916667]",person,0.161118,0.6503755515493745
000004_018_00000341,8,light,small,368.88852977740794,False,"[0.535937, 0.104167, 0.0208333, 0.0768519]",light,0.162071,0.7261850525960569
000004_018_00000341,8,light,small,352.6662373332479,False,"[0.814583, 0.131019, 0.0239583, 0.0638889]",light,0.163888,0.6571098198129872
shuming_985_00000020,0,person,small,272.221888444416,False,"[0.460677, 0.363889, 0.0255208, 0.0462963]",person,0.172519,0.3966007364109677
hehe_232_000002_043_00000181,0,person,small,657.4436462223359,False,"[0.273698, 0.738426, 0.0317708, 0.0898148]",person,0.17879,0.47793557286225113
003648,0,person,small,363.6804904704,False,"[0.803557, 0.398298, 0.019143, 0.082457]",person,0.183946,0.8146879271941958
001306,2,animal,small,381.332952,False,"[0.346354, 0.57037, 0.034375, 0.0481481]",animal,0.185099,0.4658222382727037
002378,2,animal,small,448.000416,False,"[0.355729, 0.14537, 0.0375, 0.0518519]",animal,0.185917,0.5375399176243628
001295,2,animal,small,433.33344,False,"[0.523958, 0.568981, 0.03125, 0.0601852]",animal,0.188295,0.5430609478954755
shuming_1199_00000559,8,light,small,459.00000000000006,False,"[0.751302, 0.102315, 0.0796875, 0.025]",light,0.190253,0.6095940672515159
002598,0,person,small,427.11091822079993,False,"[0.0268229, 0.773148, 0.0161458, 0.114815]",person,0.190536,0.49099191470859566
003159,2,animal,small,256.66653599999995,False,"[0.43125, 0.281019, 0.021875, 0.0509259]",animal,0.194363,0.6242937833991187
000003_014_00000001,6,car,small,717.7786835558401,False,"[0.109635, 0.512963, 0.0494792, 0.062963]",car,0.195543,0.7020789481826484
000788,2,animal,small,524.9997,False,"[0.339323, 0.540278, 0.0390625, 0.0583333]",animal,0.196029,0.7594502978777452
002955,5,bicycle,small,282.6667253329919,False,"[0.0768229, 0.886111, 0.0276042, 0.0444444]",bicycle,0.201394,0.6716846936783215
003455,0,person,small,271.682989056,False,"[0.68127, 0.334499, 0.019245, 0.061272]",person,0.203053,0.6997663829792554
00000339,0,person,small,594.999864,False,"[0.335156, 0.6875, 0.0265625, 0.0972222]",person,0.205667,0.8055459420170512
000020_014_00000193,0,person,small,940.0017599999999,False,"[0.875521, 0.61713, 0.01875, 0.217593]",person,0.206498,0.8923967926516132
hehe_244_000002_047_00000062,4,sign,small,339.444990222336,False,"[0.610156, 0.468981, 0.0244792, 0.0601852]",sign,0.211725,0.608655194007133
hehe_190_000002_029_00000072,4,sign,small,327.22168444415996,False,"[0.765885, 0.181944, 0.0161458, 0.087963]",sign,0.212268,0.6555553748326842
shuming_503_00000052,3,seat,small,439.99956,False,"[0.169271, 0.483333, 0.046875, 0.0407407]",seat,0.212521,0.8030467062950749
003996,0,person,small,272.222748444672,False,"[0.0541667, 0.465278, 0.0260417, 0.0453704]",person,0.214785,0.7070351490383487
003882,2,animal,small,287.00028,False,"[0.391927, 0.411574, 0.0328125, 0.037963]",animal,0.215412,0.5695598718755727
hehe_223_000002_041_00000148,8,light,small,432.00000000000006,False,"[0.260417, 0.514815, 0.01875, 0.1]",light,0.215494,0.7582743458696396
003648,2,animal,small,720.1445557248,False,"[0.287459, 0.345162, 0.046716, 0.066907]",animal,0.219099,0.7646031024741282
003919,2,animal,small,350.00049999974397,True,"[0.00911458, 0.441667, 0.0182292, 0.0833333]",animal,0.222402,0.6910158362921283
001112,4,sign,small,583.3324266670079,True,"[0.0192708, 0.149537, 0.0364583, 0.0694444]",sign,0.225128,0.8407462414571755
002676,0,person,small,887.77668888576,False,"[0.34974, 0.585185, 0.0244792, 0.157407]",person,0.227442,0.6715473118131775
hehe_223_000002_041_00000148,0,person,small,402.99792800256,False,"[0.271615, 0.595833, 0.0161458, 0.108333]",person,0.228323,0.5059385893090628
shuming_1076_00000257,2,animal,small,256.66653599999995,False,"[0.352604, 0.331944, 0.021875, 0.0509259]",animal,0.230835,0.8687524365034703
003645,0,person,small,303.1843848191999,False,"[0.633889, 0.30755, 0.019091, 0.068928]",person,0.23694,0.5715323188877177
shuming_1074_00000208,2,animal,small,335.6672133335039,False,"[0.338802, 0.271759, 0.0276042, 0.0527778]",animal,0.238131,0.8450183396472354
00000253,10,uav,small,747.999864,False,"[0.570313, 0.752778, 0.053125, 0.0611111]",uav,0.242542,0.0
003645,2,animal,small,670.9476708863999,False,"[0.263216, 0.291382, 0.042842, 0.067973]",animal,0.246377,0.8379558577262926
hehe_61_00000090,5,bicycle,small,462.000384,False,"[0.163281, 0.696296, 0.0401042, 0.05]",bicycle,0.246438,0.6568948812118394
hehe_223_000002_041_00000148,0,person,small,260.333172,False,"[0.0330729, 0.6125, 0.0171875, 0.0657407]",person,0.2471,0.7457037986806028
hehe_274_000002_060_00000105,6,car,small,855.5552684444158,False,"[0.238542, 0.209259, 0.0802083, 0.0462963]",car,0.326924,0.4034015043671483
000780,9,garbage can,small,304.00012799999996,True,"[0.106771, 0.0175926, 0.0375, 0.0351852]",animal,0.331592,0.0
003546,2,animal,small,305.15982935039995,False,"[0.338421, 0.181272, 0.023006, 0.057571]",animal,0.421056,0.4592537104542848
shuming_1001_00000447,2,animal,small,359.333568,False,"[0.740625, 0.633796, 0.034375, 0.0453704]",animal,0.512727,0.47097346005479357
000006_005_00000393,2,animal,small,276.888231111168,False,"[0.957292, 0.388426, 0.0145833, 0.0824074]",animal,0.589203,0.447549786368974
002725,0,person,small,484.554879111168,False,"[0.0351563, 0.545833, 0.0255208, 0.0824074]",person,0.591568,0.49771987070973045
shuming_1018_00000294,2,animal,small,260.55587644416,False,"[0.715365, 0.604167, 0.0182292, 0.062037]",animal,0.614271,0.2522236214601994
shuming_1018_00000294,2,animal,small,333.33335999999997,False,"[0.740104, 0.59537, 0.03125, 0.0462963]",animal,0.614271,0.4727027568650698
000012_005_00000001,2,animal,small,879.666533332992,False,"[0.417969, 0.6625, 0.0473958, 0.0805556]",animal,0.616852,0.0
000575,4,sign,small,481.2228137779199,True,"[0.0914062, 0.971759, 0.0369792, 0.0564815]",animal,0.663441,0.0
hehe_81_00000050,5,bicycle,small,501.1104648890879,False,"[0.275521, 0.669907, 0.0427083, 0.0509259]",car,0.670393,0.7505196012397832
00000025,10,uav,small,351.999648,False,"[0.760938, 0.558333, 0.034375, 0.0444444]",uav,0.684714,0.3621989647471911
